entry_time,exit_time,symbol,direction,quantity,entry_price,exit_price,pnl,exit_reason
2006-04-10 12:00:00,2006-04-11 10:00:00,SPY,short,516,129.82,128.91,469.55999999999824,TakeProfit
2006-04-11 11:00:00,2006-04-11 14:00:00,SPY,short,540,128.81,128.59,118.79999999999939,StopLoss
2006-04-11 15:00:00,2006-04-13 10:00:00,SPY,short,466,128.65,129.11,-214.3600000000037,StopLoss
2006-04-13 11:00:00,2006-04-17 12:00:00,SPY,short,471,129.07,128.64,202.5300000000032,StopLoss
2006-04-17 13:00:00,2006-04-18 09:30:00,SPY,short,466,128.24,129.23,-461.339999999991,StopLoss
2006-04-18 10:00:00,2006-04-18 11:00:00,SPY,short,522,129.12,129.86,-386.28000000000475,StopLoss
2006-04-18 12:00:00,2006-04-18 14:00:00,SPY,short,488,130.04,130.38,-165.92000000000166,CrossUp
2006-04-18 15:00:00,2006-04-18 16:00:00,SPY,long,359,130.73,130.68,-17.949999999993878,StopLoss
2006-04-19 09:30:00,2006-04-20 10:00:00,SPY,long,295,130.84,131.13,85.54999999999765,TakeProfit
2006-04-20 11:00:00,2006-04-25 10:00:00,SPY,long,261,131.18,130.59,-153.9900000000009,StopLoss
2006-04-25 11:00:00,2006-04-25 14:00:00,SPY,long,461,130.16,130.1,-27.660000000001048,CrossDown
2006-04-25 15:00:00,2006-04-26 09:30:00,SPY,short,501,130.23,130.92,-345.68999999999886,StopLoss
2006-04-26 10:00:00,2006-04-27 09:30:00,SPY,short,498,130.83,129.85,488.04000000000906,TakeProfit
2006-04-27 10:00:00,2006-04-27 11:00:00,SPY,short,461,130.66,131.14,-221.27999999999528,StopLoss
2006-04-27 12:00:00,2006-04-28 09:30:00,SPY,short,382,131.48,130.92,213.92000000000087,CrossUp
2006-04-28 10:00:00,2006-05-01 15:00:00,SPY,long,361,131.3,130.56,-267.1400000000033,StopLoss
2006-05-01 16:00:00,2006-05-02 12:00:00,SPY,long,510,130.45,131.3,433.5000000000116,TakeProfit
2006-05-02 13:00:00,2006-05-03 10:00:00,SPY,long,479,131.28,130.75,-253.87000000000054,StopLoss
2006-05-03 11:00:00,2006-05-03 15:00:00,SPY,long,512,130.83,130.82,-5.120000000009895,CrossDown
2006-05-03 16:00:00,2006-05-04 09:30:00,SPY,short,708,130.87,131.33,-325.68000000000563,StopLoss
2006-05-04 10:00:00,2006-05-04 10:00:00,SPY,short,671,131.29,131.29,-0.0,StopLoss
2006-05-04 11:00:00,2006-05-04 14:00:00,SPY,short,670,131.41,131.32,60.300000000002285,CrossUp
